Date,Rainfall,Sunshine,Humidity,Temp_mean,Temp_max,Temp_min,Year,Month
2021-04-27,0.0,11.654468518518518,60.666666666666664,30.900000000000002,41.6,23.8,2021,4
2021-04-28,0.0,11.984648148148148,59.666666666666664,30.833333333333332,40.5,23.0,2021,4
2021-04-29,0.0,12.025775925925926,56.666666666666664,31.0,39.9,23.4,2021,4
2021-04-30,0.0,11.828462962962965,57.666666666666664,30.8,39.9,23.6,2021,4
2021-05-01,0.6,11.662725,61.333333333333336,30.0,40.2,23.5,2021,5
2021-05-02,0.3,10.749129629629628,63.0,29.133333333333336,38.5,23.3,2021,5
2021-05-03,2.1,12.019757407407406,62.666666666666664,29.333333333333332,37.9,22.8,2021,5
2021-05-04,2.6,8.372735185185187,64.66666666666667,26.333333333333332,32.6,22.0,2021,5
2021-05-05,0.03333333333333333,12.075961111111111,54.666666666666664,29.066666666666666,35.2,22.8,2021,5
2021-05-06,4.566666666666666,10.196394444444444,62.666666666666664,29.099999999999998,35.3,23.1,2021,5
2021-05-07,5.566666666666667,11.353349074074075,65.33333333333333,29.0,37.3,23.7,2021,5
2021-05-08,0.0,11.94817222222222,60.666666666666664,30.2,37.1,23.7,2021,5
2021-05-09,0.06666666666666667,12.15704537037037,62.666666666666664,29.96666666666667,37.0,23.5,2021,5
2021-05-10,11.5,10.608576851851852,68.33333333333333,28.833333333333332,37.3,23.9,2021,5
